0.000	0	FR	AN000	deletion	66	chr19	29949733	29950264	532		chr19	29956164	29956774	611		6379	5899
0.000	0	FR	AN000	deletion	63	chr19	28946355	28947196	842	LOC100420587, 	chr19	29835173	29835722	550	LOC284395, 	888464	887976
0.000	0	FR	AN000	deletion	45	chr19	21615513	21616007	495		chr19	23965032	23965596	565	RPSAP58, 	2349507	2349024
0.000	0	FR	AN000	deletion	45	chr19	28873130	28873421	292		chr19	29319749	29320183	435		446768	446327
0.000	0	FR	AN000	deletion	38	chr19	20853819	20854342	524		chr19	29749574	29750092	519		8895712	8895231
0.000	0	FR	AN000	deletion	31	chr19	31255055	31255586	532		chr19	31260120	31260437	318		4968	4533
0.000	0	FR	AN000	deletion	22	chr19	30303806	30304366	561	CCNE1, 	chr19	51357285	51357749	465		21053369	21052918
0.000	0	FR	AN000	deletion	19	chr19	29850214	29850750	537	LOC284395, 	chr19	30351661	30352216	556		501387	500910
0.000	0	FR	AN000	deletion	19	chr19	30104533	30105073	541	POP4, 	chr19	51269230	51269704	475		21164630	21164156
0.000	0	FR	AN000	deletion	19	chr19	30578873	30579443	571		chr19	51392801	51393511	711	KLKP1, 	20813880	20813357
0.000	0	FR	AN000	deletion	17	chr19	23940636	23941067	432	ZNF681, 	chr19	31075892	31076359	468	ZNF536, 	7135288	7134824
0.000	0	FR	AN000	deletion	16	chr19	30794454	30794826	373	ZNF536, 	chr19	31010128	31010596	469	ZNF536, 	215735	215301
0.000	0	FR	AN000	deletion	14	chr19	51406272	51406778	507		chr19	51408313	51408736	424		2046	1534
0.000	0	FR	AN000	deletion	13	chr19	31232179	31232724	546		chr19	57498494	57498983	490		26266258	26265769
0.000	0	FR	AN000	deletion	11	chr19	28872544	28872849	306		chr19	30726929	30727408	480	ZNF536, 	1854565	1854079
0.000	0	FR	AN000	deletion	7	chr19	21272031	21272562	532	ZNF714, 	chr19	21334570	21334784	215	ZNF431, 	62494	62007
0.000	0	FR	AN000	deletion	7	chr19	53602185	53602405	221	ZNF160, 	chr19	53632282	53632512	231	ZNF415, 	30222	29876
0.000	0	FR	AN000	deletion	6	chr19	23140228	23140836	609		chr19	23142920	23143304	385		2594	2083
0.000	0	FR	AN000	deletion	6	chr19	31121773	31122054	282	ZNF536, 	chr19	51456968	51457132	165		20335199	20334913
0.000	0	FR	AN000	deletion	5	chr19	30093122	30093565	444		chr19	30470635	30470918	284	URI1, 	377494	377069
0.000	0	FR	AN000	deletion	5	chr19	31287123	31287512	390		chr19	31289774	31290173	400		2749	2261
0.000	0	FR	AN000	deletion	4	chr19	29331746	29331959	214		chr19	30317651	30317942	292		986080	985691
0.000	0	FR	AN000	deletion	4	chr19	51077579	51077917	339		chr19	51082512	51082636	125		4949	4594
0.000	0	FR	AN000	deletion	4	chr19	54800491	54800657	167	LILRA3, 	chr19	54807621	54807747	127		7195	6963
0.000	0	RR	AN000	inversion	62	chr19	28873130	28873422	293		chr19	28876242	28876683	442		3182	2819
0.000	0	FF	AN000	inversion	49	chr19	29474198	29474945	748		chr19	30410818	30411363	546		936469	935872
0.000	0	FF	AN000	inversion	36	chr19	30293959	30294524	566		chr19	51489037	51489600	564		21194998	21194512
0.000	0	FF	AN000	inversion	29	chr19	23984106	23984658	553	RPSAP58, 	chr19	30379296	30379798	503		6395185	6394637
0.000	0	FF	AN000	inversion	26	chr19	23940533	23941016	484	ZNF681, 	chr19	51454190	51454757	568	KLK5, 	27513687	27513173
0.000	0	RR	AN000	inversion	24	chr19	30296459	30297016	558		chr19	30733583	30734078	496	ZNF536, 	437120	436566
0.000	0	RR	AN000	inversion	23	chr19	28876244	28876494	251		chr19	29319747	29319986	240		443490	443252
0.000	0	FF	AN000	inversion	20	chr19	23968512	23969230	719	RPSAP58, 	chr19	30347022	30347509	488		6378362	6377791
