0.000	0	FR	AN000	deletion	91	chr19	28946355	28947196	842	LOC100420587, 	chr19	29835173	29835722	550	LOC284395, 	888454	887976
0.000	0	FR	AN000	deletion	75	chr19	28873130	28873424	295		chr19	29319749	29320232	484		446770	446324
0.000	0	FR	AN000	deletion	65	chr19	21615476	21616007	532		chr19	23965030	23965596	567	RPSAP58, 	2349515	2349022
0.000	0	FR	AN000	deletion	58	chr19	20853587	20854348	762		chr19	29749574	29750068	495		8895715	8895225
0.000	0	FR	AN000	deletion	41	chr19	31255029	31255586	558		chr19	31260120	31260515	396		4988	4533
0.000	0	FR	AN000	deletion	38	chr19	30303806	30304375	570	CCNE1, 	chr19	51357285	51357753	469		21053385	21052909
0.000	0	FR	AN000	deletion	31	chr19	23940191	23941080	890	ZNF681, 	chr19	31075892	31076435	544	ZNF536, 	7135304	7134811
0.000	0	FR	AN000	deletion	30	chr19	29850214	29850750	537	LOC284395, 	chr19	30351661	30352088	428		501375	500910
0.000	0	FR	AN000	deletion	29	chr19	30104533	30105073	541	POP4, 	chr19	51269230	51269707	478		21164636	21164156
0.000	0	FR	AN000	deletion	27	chr19	30578873	30579443	571		chr19	51392801	51393511	711	KLKP1, 	20813869	20813357
0.000	0	FR	AN000	deletion	25	chr19	30388171	30388845	675		chr19	30393098	30393553	456		4705	4252
0.000	0	FR	AN000	deletion	24	chr19	31232179	31232724	546		chr19	57498494	57498981	488		26266243	26265769
0.000	0	FR	AN000	deletion	22	chr19	30794096	30794826	731	ZNF536, 	chr19	31010128	31010596	469	ZNF536, 	215777	215301
0.000	0	FR	AN000	deletion	17	chr19	51406272	51406789	518		chr19	51408313	51408736	424		2030	1523
0.000	0	FR	AN000	deletion	12	chr19	28872544	28872833	290		chr19	30726929	30727242	314	ZNF536, 	1854516	1854095
0.000	0	FR	AN000	deletion	10	chr19	29331746	29331959	214		chr19	30317609	30318055	447		986030	985649
0.000	0	FR	AN000	deletion	10	chr19	29949867	29950251	385		chr19	29956166	29956626	461		6407	5914
0.000	0	FR	AN000	deletion	9	chr19	24055294	24055617	324		chr19	24150701	24150937	237		95502	95083
0.000	0	FR	AN000	deletion	9	chr19	31121773	31122060	288	ZNF536, 	chr19	51456968	51457132	165		20335189	20334907
0.000	0	FR	AN000	deletion	8	chr19	30491063	30491697	635	URI1, 	chr19	40716775	40717206	432	MAP3K10, 	10225601	10225077
0.000	0	FR	AN000	deletion	7	chr19	21272031	21272562	532	ZNF714, 	chr19	21334570	21334784	215	ZNF431, 	62472	62007
0.000	0	FR	AN000	deletion	7	chr19	30093122	30093569	448		chr19	30470635	30470977	343	URI1, 	377495	377065
0.000	0	FR	AN000	deletion	5	chr19	31287105	31287512	408		chr19	31289752	31290173	422		2715	2239
0.000	0	FR	AN000	deletion	5	chr19	53095471	53096030	560		chr19	53097609	53097902	294		2120	1578
0.000	0	FR	AN000	deletion	5	chr19	53602168	53602385	218	ZNF160, 	chr19	53632264	53632470	207	ZNF415, 	30211	29878
0.000	0	FR	AN000	deletion	4	chr1	106015703	106015843	141		chr1	106023445	106023793	349		7989	7601
0.000	0	FR	AN000	deletion	4	chr19	13775407	13775662	256		chr19	13776834	13777131	298		1601	1171
0.000	0	FR	AN000	deletion	4	chr19	28620631	28620955	325		chr19	29598237	29598409	173		977616	977281
0.000	0	FR	AN000	deletion	4	chr19	41608273	41608721	449		chr19	41610274	41610533	260		2013	1552
0.000	0	FR	AN000	deletion	4	chr19	52888344	52888865	522	ZNF880, 	chr19	52891387	52891668	282		3023	2521
0.000	0	RR	AN000	inversion	99	chr19	28873130	28873422	293		chr19	28876244	28876739	496		3174	2821
0.000	0	FF	AN000	inversion	64	chr19	29474198	29474946	749		chr19	30410738	30411364	627		936452	935791
0.000	0	FF	AN000	inversion	47	chr19	30293977	30294525	549		chr19	51489055	51489600	546		21194994	21194529
0.000	0	FF	AN000	inversion	45	chr19	23984106	23984661	556	RPSAP58, 	chr19	30378956	30379798	843		6395115	6394294
0.000	0	RR	AN000	inversion	38	chr19	30296459	30297016	558		chr19	30733583	30734078	496	ZNF536, 	437105	436566
0.000	0	FF	AN000	inversion	35	chr19	23940533	23941009	477	ZNF681, 	chr19	51454174	51454757	584	KLK5, 	27513700	27513164
0.000	0	RR	AN000	inversion	31	chr19	28876244	28876462	219		chr19	29319747	29320012	266		443496	443284
0.000	0	FF	AN000	inversion	29	chr19	29908566	29909248	683	LOC284395, 	chr19	31046330	31046933	604	ZNF536, 	1137641	1137081
0.000	0	FF	AN000	inversion	26	chr19	23968512	23969230	719	RPSAP58, 	chr19	30347013	30347509	497		6378313	6377782
0.000	0	RR	AN000	inversion	25	chr19	30040648	30041145	498	VSTM2B, 	chr19	31116107	31116605	499	ZNF536, 	1075457	1074961
0.000	0	RR	AN000	inversion	24	chr19	28877263	28877773	511		chr19	31025290	31025783	494	ZNF536, 	2148047	2147516
0.000	0	FF	AN000	inversion	23	chr19	28150842	28151459	618		chr19	28842601	28843002	402		691525	691141
0.000	0	FF	AN000	inversion	23	chr19	29983479	29984034	556	LOC284395, 	chr19	51503393	51503907	515	KLK8, 	21519918	21519358
